Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
Building (BU) Multi Family  New Construction,1801181026,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,473,051.00 ",15440,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1803191077,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",15392,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191078,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",15392,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191083,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",15392,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191085,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",15392,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1702271066,3/2/2018,8490 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$2,000,000.00 ",15216,MULTI FAMILY,MULTI-FAMILY DWELLING,32.861281,-96.762408,8490,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801181027,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,473,051.00 ",15197,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1804171150,11/12/2018,3039 OLIVE ST,75219,45-J,"ARCHER WESTERN CONSTRUCTION LLC 1411 GREENWAY DR, IRVING, TX 75038 (817) 640-3898","$4,199,800.00 ",15196,NEW MULTI FAMILY,MULTI-FAMILY DWELLING,32.811847,-96.812903,,,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1801181025,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,473,051.00 ",15110,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1702271154,3/6/2018,8356 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,820,000.00 ",15109,FITNESS CENTER,MULTI-FAMILY DWELLING,32.860987,-96.764235,8356,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801181024,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,473,051.00 ",15105,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1803191068,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191071,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191072,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191073,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191074,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191079,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1803191080,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",14869,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1702271110,2/9/2018,8340 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,800,000.00 ",14860,LOBBY AND CONFERENCE ROOMS,MULTI-FAMILY DWELLING,32.860814,-96.764429,8340,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1709251135,1/25/2018,2900 CANTON ST,75226,"45-M,46-J","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,000,000.00 ",14859,"231 MULTIFAMILY, GARAGE & RETAIL SHELL SPACE",MULTI-FAMILY DWELLING,32.782378,-96.780815,2900,Canton St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1709251137,1/25/2018,2900 CANTON ST,75226,"45-M,46-J","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,000,000.00 ",14859,"231 MULTIFAMILY, GARAGE & RETAIL SHELL SPACE",MULTI-FAMILY DWELLING,32.782378,-96.780815,2900,Canton St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1709251139,1/25/2018,2900 CANTON ST,75226,"45-M,46-J","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,000,000.00 ",14859,"231 MULTIFAMILY, GARAGE & RETAIL SHELL SPACE",MULTI-FAMILY DWELLING,32.782378,-96.780815,2900,Canton St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1709251141,1/25/2018,2900 CANTON ST,75226,"45-M,46-J","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,000,000.00 ",14859,"231 MULTIFAMILY, GARAGE & RETAIL SHELL SPACE",MULTI-FAMILY DWELLING,32.782378,-96.780815,2900,Canton St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1803061021,6/14/2018,13001 CORNELL DR,75240,"14-R,15-N","MCRT NORTH TEXAS /MOUNTAIN STATES CONST. LLC 2001 BRYAN STREET, SUITE 3275, DALLAS, TX 75201 (214) 922-8508","$951,000.00 ",14630,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.921859,-96.695831,,Cornell Dr,,,Garland,TX,Dallas County,75042,US
Building (BU) Multi Family  New Construction,1801241008,9/27/2018,4201 SAN JACINTO ST,75204,45-D,"GMB CONSTRUCTION 808 OFFICE PARK CIR., LEWISVILLE, TX 75057 (214) 360-7690","$539,000.00 ",14586,NEW COMMERCIAL CONSTRUCTION,MULTI-FAMILY DWELLING,32.800027,-96.782071,4201,San Jacinto St,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1709251147,1/25/2018,2900 CANTON ST,75226,"45-M,46-J","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,000,000.00 ",14581,"231 MULTIFAMILY, GARAGE & RETAIL SHELL SPACE",MULTI-FAMILY DWELLING,32.782378,-96.780815,2900,Canton St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1801181014,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,276,644.00 ",14365,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181022,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",14349,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1710171072,1/18/2018,4545 BOWSER AVE Ste:BU1,75219,35-S,"BALDWIN ASSOCIATES 3904 ELM STE B, DALLAS, TX 75226 (214) 824-7949","$1,760,888.00 ",14308,NEW 6 UNIT APARTMENT COMPLEX,MULTI-FAMILY DWELLING,32.820191,-96.813832,4545,Bowser Ave,Ste,BU1,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1801181012,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,080,238.00 ",14271,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1709221137,2/21/2018,5002 SAN JACINTO ST,75206,"36-W,46-A","EKO CONSTRUCTION 1430 Grigsby, Unit 104, Dallas, Tx 75204 (214) 549-8949","$500,000.00 ",14247,NEW MFD  COMPLEX,MULTI-FAMILY DWELLING,32.806025,-96.773601,5002,San Jacinto St,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1709221136,2/21/2018,1500 BENNETT AVE,75206,"36-W,46-A","EKO CONSTRUCTION 1430 Grigsby, Unit 104, Dallas, Tx 75204 (214) 549-8949","$500,000.00 ",14246,NEW MFD  COMPLEX,MULTI-FAMILY DWELLING,32.805522,-96.77313,1500,Bennett Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801181015,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,276,644.00 ",14228,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181023,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",14228,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181013,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,276,644.00 ",14224,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711131130,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,381,511.62 ",14223,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1609301038,6/28/2018,2121 FLORA ST,75201,"45-F,45-K","BALFOUR BEATTY CONSTRUCTION LLC 3100 MCKINNON , 7TH FLOOR, DALLAS, TX 75201 (214) 451-1864","$2,000,000.00 ",14219,,MULTI-FAMILY DWELLING,32.788321,-96.799281,2121,Flora St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Multi Family  New Construction,1609301040,6/28/2018,2121 FLORA ST,75201,"45-F,45-K","BALFOUR BEATTY CONSTRUCTION LLC 3100 MCKINNON , 7TH FLOOR, DALLAS, TX 75201 (214) 451-1864","$2,000,000.00 ",14217,,MULTI-FAMILY DWELLING,32.788321,-96.799281,2121,Flora St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Multi Family  New Construction,1801181021,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",14213,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711131131,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,379,860.37 ",14206,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131132,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,379,860.37 ",14206,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1801181020,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$687,424.00 ",14189,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1802261015,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,300,000.00 ",14161,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261016,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,300,000.00 ",14161,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261017,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,300,000.00 ",14161,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1609301042,6/28/2018,2121 FLORA ST,75201,"45-F,45-K","BALFOUR BEATTY CONSTRUCTION LLC 3100 MCKINNON , 7TH FLOOR, DALLAS, TX 75201 (214) 451-1864","$2,000,000.00 ",14154,,MULTI-FAMILY DWELLING,32.788321,-96.799281,2121,Flora St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Multi Family  New Construction,1702271134,3/6/2018,8458 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,400,000.00 ",14113,F & K BUILDINGS MULTI-FAMILLY DWELLINGS WITH GARAGE,MULTI-FAMILY DWELLING,32.861371,-96.762828,8458,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1810151031,12/6/2018,400 S HALL ST,75226,"46-J,46-N","STILLWATER GC, LLC 4145 TRAVIS ST, DALLAS, TX 75204 (469) 834-7952","$1,991,448.24 ",13899,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.781156,-96.778852,400,S Hall St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1807171053,7/19/2018,400 S HALL ST,75226,"46-J,46-N","STILLWATER GC, LLC 4145 TRAVIS ST, DALLAS, TX 75204 (469) 834-7952","$1,416,195.00 ",13899,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.781156,-96.778852,400,S Hall St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1807171046,7/19/2018,400 S HALL ST,75226,"46-J,46-N","STILLWATER GC, LLC 4145 TRAVIS ST, DALLAS, TX 75204 (469) 834-7952","$1,416,195.00 ",13889,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.781156,-96.778852,400,S Hall St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1807171049,7/19/2018,400 S HALL ST,75226,"46-J,46-N","STILLWATER GC, LLC 4145 TRAVIS ST, DALLAS, TX 75204 (469) 834-7952","$1,416,195.00 ",13889,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.781156,-96.778852,400,S Hall St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1807171051,7/19/2018,400 S HALL ST,75226,"46-J,46-N","STILLWATER GC, LLC 4145 TRAVIS ST, DALLAS, TX 75204 (469) 834-7952","$1,416,195.00 ",13889,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.781156,-96.778852,400,S Hall St,,,Dallas,TX,Dallas County,75226,US
Building (BU) Multi Family  New Construction,1711131129,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,342,270.00 ",13819,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1710171071,1/18/2018,4545 BOWSER AVE Ste:BU2,75219,35-S,"BALDWIN ASSOCIATES 3904 ELM STE B, DALLAS, TX 75226 (214) 824-7949","$1,375,000.00 ",13691,NEW 6 UNIT APARTMENT COMPLEX,MULTI-FAMILY DWELLING,32.820191,-96.813832,4545,Bowser Ave,Ste,BU2,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1711131114,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,322,358.09 ",13614,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1712051013,5/7/2018,1828 N GARRETT AVE,75206,36-W,"TKM CONSTRUCTION INC 7184 FISHER RD, DALLAS, TX 75214 (214) 505-1116","$1,400,000.00 ",13488,NEW MULTIFAMILY CONSTRUCTION 6 UNITS,MULTI-FAMILY DWELLING,32.809665,-96.775756,1828,N Garrett Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1712051025,5/7/2018,1832 N GARRETT AVE,75206,36-W,"TKM CONSTRUCTION INC 7184 FISHER RD, DALLAS, TX 75214 (214) 505-1116","$1,400,000.00 ",13488,NEW MULTIFAMILY CONSTRUCTIONS 6 UNITS,MULTI-FAMILY DWELLING,32.809769,-96.775876,1832,N Garrett Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1803061008,6/14/2018,13001 CORNELL DR,75240,"14-R,15-N","MCRT NORTH TEXAS /MOUNTAIN STATES CONST. LLC 2001 BRYAN STREET, SUITE 3275, DALLAS, TX 75201 (214) 922-8508","$564,000.00 ",13408,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.921859,-96.695831,,Cornell Dr,,,Garland,TX,Dallas County,75042,US
Building (BU) Multi Family  New Construction,1801251155,6/27/2018,3355 OLYMPUS BLVD,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,530,620.00 ",13195,NEW CONSTRUCTIOIN,MULTI-FAMILY DWELLING,32.935987,-96.987649,3367,Olympus Blvd,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1805081039,12/10/2018,888 N ZANG BLVD,75208,54-D,"CRIMSON BUILDING COMPANY, LLC 1900 AIRPORT FRWY, BEDFORD, TX 76022 (817) 684-3444","$1,320,000.00 ",13180,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.753619,-96.823984,888,N Zang Blvd,,,Dallas,TX,Dallas County,75208,US
Building (BU) Multi Family  New Construction,1805081040,12/10/2018,888 N ZANG BLVD,75208,54-D,"CRIMSON BUILDING COMPANY, LLC 1900 AIRPORT FRWY, BEDFORD, TX 76022 (817) 684-3444","$1,320,000.00 ",13180,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.753619,-96.823984,888,N Zang Blvd,,,Dallas,TX,Dallas County,75208,US
Building (BU) Multi Family  New Construction,1712151093,2/23/2018,5022 BELMONT AVE,75206,35-Z,"THE NEWPORT GROUP INC 6931 LAKEWOOD BLVD , DALLAS, TX 75214 (469) 831-0807","$1,126,514.00 ",13099,NEW CONSTRUCTION 7 UNITS TOWN- HOMES,MULTI-FAMILY DWELLING,32.813414,-96.781346,5022,Belmont Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1804041029,4/10/2018,411 BROADWAY AVE,75212,44-Q,"AMICUS CONSTRUCTION 8343 DOUGLAS AVE #360, DALLAS, TX 75225 (972) 943-1175","$1,045,900.00 ",13099,NEW CONSTRUCTION - 9 UNITS,MULTI-FAMILY DWELLING,32.778016,-96.831178,411,Broadway Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Multi Family  New Construction,1702271059,3/2/2018,8498 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,500,000.00 ",13084,MULTI FAMILY,MULTI-FAMILY DWELLING,32.861246,-96.762304,8498,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1802261044,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12979,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261045,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12979,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261046,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12979,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261047,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12979,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1803231173,6/1/2018,2134 LUCAS DR,75219,34-Y,"RUMCON CONSTRUCTION 660 CO RD 3325, EMORY, TX 75440 (903) 456-4211","$900,000.00 ",12855,NEW COMMERCIAL CONSTRUCTION,MULTI-FAMILY DWELLING,32.807219,-96.826868,2134,Lucas Dr,,,Dallas,TX,Dallas County,75219,US
