permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
COO1035660,ERECT,Certificate of Occupancy,Erect,Six (6) Residential Units;(with 10 parking spaces).ERT789870 issued: 9/27/18  ALT90003 issued: 3/15/18  SF821403 issued: 6/28/18 &; SF854718 issued: 8/7/18;;,Louis Eyster,2000000,345,12/31/2019 12:24, ,Closed,136-138 NEPONSET AVENUE LLC,Comm,11055,379583,1600317000,42.293976,-71.051473,136,Neponset Ave,,,Dorchester,MA,Suffolk County,2122,US
ERT789863,ERECT,Erect/New Construction,Erect,To raze existing 2.5 story funeral home and erect a new 5 story 6 unit residential building with 10 parking spaces.;; (4 applications Reference ALT789999  ALT790003  ERT789863  ERT789870);;,Louis Eyster,2000000,21152,9/27/2018 15:00,3/27/2019 0:00,Open,136-138 NEPONSET AVENUE LLC,Comm,11055,379583,1600317000,42.293976,-71.051473,136,Neponset Ave,,,Dorchester,MA,Suffolk County,2122,US
COO755475,ERECT,Certificate of Occupancy,Erect,Two Family DwellingCOO for Two Family DwellingERT561946 issued 7/7/2016,Louis F Eyster,0,4015,9/12/2017 15:19, ,Closed,PIERRE LEONA,1-2FAM,0,419876,1701987000,42.286784,-71.071045,,,,,Boston,MA,Suffolk County,2124,US
COO755482,ERECT,Certificate of Occupancy,Erect,Two Family DwellingCOO for Two Family DwellingERT561943 issued 8/2/2016;,Louis F Eyster,0,3975,9/12/2017 15:18, ,Closed,RODRIGUES MARIA H,1-2FAM,0,170336,1701994000,42.283585,-71.077963,87,Thetford Ave,,,Dorchester Center,MA,Suffolk County,2124,US
ERT656364,ERECT,Erect/New Construction,Erect,Erect Single Family Rowhouse on newly created 950s.f. lot See (ALT656373)*AE FLOOD ZONE**All plans are filed with 7 HAYNES St ERT# 656360;,Lovett Custom Homes Inc,300000,3356,3/22/2018 14:15,9/22/2018 0:00,Open,GREENE CARY,VacLd,760,421141,104451000,42.366828,-71.038435,11,Haynes St,,,East Boston,MA,Suffolk County,2128,US
ERT656360,ERECT,Erect/New Construction,Erect,Erect Single Family Rowhouse on newly created 1 100s.f. lot See (ALT656373 for plans)*AE Zone;,Lovett Custom Homes Inc,300000,3545,3/22/2018 14:15,9/22/2018 0:00,Open,KNIGHT GREGORY,VacLd,760,421139,104449000,42.366876,-71.038571,7,Haynes St,,,East Boston,MA,Suffolk County,2128,US
ERT656362,ERECT,Erect/New Construction,Erect,Erect Single Family Rowhouse on newly created 950s.f. lot See (alt 656373)*AE FLOOD ZONE**All plans are filed with 7 HAYNES St ERT# 656360;;,Lovett Custom Homes Inc,300000,3356,3/22/2018 14:15,9/22/2018 0:00,Open,WILLIAMSON BRIAN,VacLd,760,421140,104450000,42.366845,-71.038507,9,Haynes St,,,East Boston,MA,Suffolk County,2128,US
COO794920,ERECT,Certificate of Occupancy,Erect,Three (3) Family ERT522984 issued: 1/27/17 &; SF520140 issued: 9/16/15,Lu McPherson,604500,35,1/26/2018 8:12, ,Closed,46  ALPINE  STREET CONDOMINIUM TRUST,1-3FAM,0,2958,1201380000,42.325433,-71.086342,46,Alpine St,,,Roxbury,MA,Suffolk County,2119,US
COO758241,ERECT,Certificate of Occupancy,Erect,Two Family DwellingERT493954 issued: 2/25/16 &; A601837 issued: 5/13/16,luciano doval,500000,35,10/4/2017 8:53, ,Closed,RAMOS PROPERTIES II LLC MASS LLC,1-3FAM,0,355601,1001072000,42.329398,-71.103059,2,Judge St,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT597325,ERECT,Erect/New Construction,Erect,Demo existing one story commercial structure  erect a four story structure to house retail and parking on ground floor and 21 residential units on floors two through four.FP and FA,Lucio Trabucco,4500000,46391,9/13/2019 12:03,3/13/2020 0:00,Open,317 BELGRADE LLC,Comm,27627,13656,2001397000,42.286209,-71.144642,317,Belgrade Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT589788,ERECT,Erect/New Construction,Erect,Proposed to erect a two family on an vacant lot (as per plans).;;LPR;;;;;;;;;; ;Plans taken by Mai and owner on 1/17/19;,mai phung,300000,6342,6/13/2019 9:23,12/13/2019 0:00,Open,LIVE WIRE DEVELOPMENT LLC,VacLd,3620,15400,2203166000,42.355968,-71.164651,168,Bigelow St,,,Brighton,MA,Suffolk County,2135,US
ERT589779,ERECT,Erect/New Construction,Erect,;Combine the two lots for a total of 5680sf;and erect a three family on;that combined;vacant lot (as per plans).,mai phung,700000,7794,6/25/2019 15:27, ,Open,18-22  WYLAND LLC,VacLd,4050,420051,1300923000,42.313558,-71.073016,22,Wayland St,,,Dorchester,MA,Suffolk County,2125,US
FND962115,ERECT,Foundation Permit,Erect,Foundation only pending issuance of ERT589779.,mai phung,30000,118,6/25/2019 15:30,12/25/2019 0:00,Open,18-22  WYLAND LLC,VacLd,4050,420051,1300923000,42.313558,-71.073016,22,Wayland St,,,Dorchester,MA,Suffolk County,2125,US
COO793684,ERECT,Certificate of Occupancy,Erect,(8); UNIT BUILDING W/GARAGEErt 595943 issued 7/18/17,malcolm barber,2250000,560,1/26/2018 10:01, ,Closed,BAKER COURT LLC,1-2FAM,0,7614,703487000,42.32494,-71.06336,7,Baker Ct,,,Dorchester,MA,Suffolk County,2125,US
ERT595943,ERECT,Erect/New Construction,Erect,;DEMOLISH EXISTING DWELLING AND ERECT NEW 5 STORY  8-UNIT BUILDING W/GARAGE  ELEVATOR  EXTERIOR BALCONIES AND ROOF DECKS AS PER PLANS SUBMITTED.FA sprinkler and standpipe,malcolm barber,2250000,23349,7/18/2017 10:12,1/18/2018 0:00,Closed,BAKER COURT LLC,1-2FAM,12445,7614,703487000,42.32494,-71.06336,7,Baker Ct,,,Dorchester,MA,Suffolk County,2125,US
FND679266,ERECT,Foundation Permit,Erect,Foundation Permit only. DEMOLISH EXISTING DWELLING AND ERECT NEW 5 STORY  8-UNIT BUILDING W/GARAGE  ELEVATOR  EXTERIOR BALCONIES AND ROOF DECKS AS PER PLANS SUBMITTED.,malcolm barber,20000,121,2/7/2017 12:57,8/7/2017 0:00,Open,BAKER COURT LLC,1-2FAM,12445,7614,703487000,42.32494,-71.06336,7,Baker Ct,,,Dorchester,MA,Suffolk County,2125,US
COO672675,ERECT,Certificate of Occupancy,Erect,Five Residential Units and ParkingERT371467 issued: 1/13/2016 &; SF548514 issued: 12/22/2015;;,Malcolm Barber,507500,11155,1/17/2017 12:48, ,Closed,BAKER COURT LLC,Multi,2000,7608,703491000,42.325139,-71.063674,12,Baker Ct,,,Dorchester,MA,Suffolk County,2125,US
COO855034,ERECT,Certificate of Occupancy,Erect,6 Residential Units with Parking.ERT567880 Issued October 4  2017;;,Malcolm Barber,1200000,335,8/17/2018 8:44, ,Closed,BARBAR MALCOM,Multi,0,45442,600619000,42.33703,-71.052749,183,D St,,,South Boston,MA,Suffolk County,2127,US
COO861537,ERECT,Certificate of Occupancy,Erect,Six (6) Residential Units with ParkingTemporary Certificate for 30 days; 9/3/18 pending the issuance of the Committee on Licensing issuance.ERT567880 Issued October 4  2017;;,Malcolm Barber,1200000,595,8/2/2018 9:37, ,Closed,BARBAR MALCOM,Multi,0,45442,600619000,42.33703,-71.052749,183,D St,,,South Boston,MA,Suffolk County,2127,US
ERT749105,ERECT,Erect/New Construction,Erect,Receiving 311SF of lot area from Lot 2 (Parcel ID: 2000424000) to be total lot area of 8 042 SF. Demolish existing structure. Erect a new two-family with proposed four (4) off-street parking. File in conjunction with ALT749158.,Mansour T Kairouz,410000,4177,5/10/2018 16:28,11/10/2018 0:00,Open,MAKHOUL CHARBEL C,1-2FAM,1288,94842,2000423000,42.28164,-71.1341,23,Metropolitan Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT836877,ERECT,Erect/New Construction,Erect,Erect six (6) residential units building with roof deck. Propose;four (4);parking spaces in garage and;two (2) off-street parking. ZBA,Manuel Reynoso,1500000,15435,7/22/2019 9:17,1/22/2020 0:00,Open,53 WENSLEY LLC,VacLd,8827,424335,1001321000,42.327616,-71.102311,52,Fisher Ave,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT878739,ERECT,Erect/New Construction,Erect,Erect a three family home,Manuel Torres,350000,3861,6/17/2019 11:45,12/17/2019 0:00,Open,LIRIANO RICHARD,1-3FAM,4500,427280,1702180000,42.28212,-71.084156,9,Hopkins St,,,Dorchester Center,MA,Suffolk County,2124,US
ERT463633,ERECT,Erect/New Construction,Erect,Harmon Apartments -; Erect a new 4 story  36 Unit;Residential Building;dedicated to;persons with MS and other neurological disorders.; Work includes :; all new;Architectural / Structural and;finishes.;;Installation of all new MEP  HVAC  FA and FP work.There will be 21;surface Parking spaces for Residents.;;;;LPR,Marc LaCasse,9900000,103134,5/31/2017 8:07,11/30/2017 0:00,Closed,HARMON APARTMENTS LLC,Multi,0,355637,1704416000,42.281106,-71.066067,2045,Dorchester Ave,,,Dorchester Center,MA,Suffolk County,2124,US
ERT836145,ERECT,Erect/New Construction,Erect,Demolish existing structure and construct new 14 story  250-unit residential building. The new building will be constructed on lot consisting of 36 070 square feet to be created by subdividing a portion of 300 Harrison Avenue and combining it with the existing lot at 217 Albany Street. The subdivision/lot combination application is ALT836020.(LOT;4).;LPR Top Shelf,Marc LaCasse,52040000,533159,11/20/2019 16:05,5/20/2020 0:00,Open,217 ALBANY II LLC,Comm,139900,1533,306626000,42.34544,-71.06172,217,Albany St,,,Boston,MA,Suffolk County,2118,US
ERT894668,ERECT,Erect/New Construction,Erect,Construct a new Single Family Home with a 2;Car Garage on existing;9 008 sq ft Lot,Marc LoPilato,400000,4101,7/19/2019 9:07,1/19/2020 0:00,Open,MRLP  LLC,1-2FAM,2700,437416,1902257000,42.31279,-71.127296,1,Rockwood Ter,,,Jamaica Plain,MA,Suffolk County,2130,US
COO679602,ERECT,Certificate of Occupancy,Erect,Three Family ERT536313 issued: 3/18/16,Marc LoPilato,760000,185,2/22/2017 13:27, ,Closed,PAHUJA  RAVI,1-3FAM,0,419339,1102456010,42.310727,-71.101228,29,Peter Parley Rd,,,Jamaica Plain,MA,Suffolk County,2130,US
COO817654,ERECT,Certificate of Occupancy,Erect,Three (3) FamilyERT612406 -;issued: 4/5/17,Marc LoPilato,800000,35,4/25/2018 9:38, ,Closed,41 WENHAM STREET CONDOMINIUM TRUST,1-3FAM,0,147683,1904721000,42.29642,-71.11422,41,Wenham St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT612406,ERECT,Erect/New Construction,Erect,Construct;One;Three Family Dwelling.;as;per plan,Marc LoPilato,800000,8116,4/5/2017 11:02,10/5/2017 0:00,Closed,41 WENHAM STREET CONDOMINIUM TRUST,1-3FAM,4300,147683,1904721000,42.29642,-71.11422,41,Wenham St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO745754,ERECT,Certificate of Occupancy,Erect,3 Family DwellingErt 635297 issued 12/29/16,Marc Savatsky,313700,845,8/24/2017 16:15, ,Closed,9 JEFFRIES STREET,1-2FAM,0,79608,105164000,42.36549,-71.02927,9,Jeffries St,,,East Boston,MA,Suffolk County,2128,US
ERT896831,ERECT,Erect/New Construction,Erect,Demo existing structure and erect 3-story  3-family residential structure with private roof-deck  rear-deck on level 2 and finished basement with two-parking spaces.,Marc Savatsky,600000,6893,5/6/2019 8:33,11/6/2019 0:00,Open,MORRIS ST PROPERTY LLC,1-3FAM,3467,97548,106408000,42.37579,-71.03264,47,Morris St,,,East Boston,MA,Suffolk County,2128,US
COO909831,ERECT,Certificate of Occupancy,Erect,Seven (7) Residential Units (with two private roof decks and outdoor decks) and;(6) Accessory Outdoor Parking SpacesERT757176 issued: 2/27/18 &; SF789700 issued: 12/28/17,Marc Savatsky,1500000,275,12/24/2018 9:34, ,Closed,90 COTTAGE STREET CONDOMINIUM TRUST,VacLd,7455,422650,105335000,42.368046,-71.03525,90,Cottage St,,,East Boston,MA,Suffolk County,2128,US
ERT757176,ERECT,Erect/New Construction,Erect,Erect new 7-unit residential building with two private roof decks and outdoor decks. Relocate existing curb cut to accommodate access to accessory outdoor parking. Combine 90-92 Cottage St (0105334000);with vacant;lot at;94 Cottage St (0105335000) address of new building to be known as 90 Cottage Street.*BOA approved to include 6 off street parking spaces for owner/tenant. ;,Marc Savatsky,1500000,12959,2/27/2018 9:10,8/27/2018 0:00,Closed,90 COTTAGE STREET CONDOMINIUM TRUST,VacLd,7455,422650,105335000,42.368046,-71.03525,90,Cottage St,,,East Boston,MA,Suffolk County,2128,US
COO775941,ERECT,Certificate of Occupancy,Erect,Erect New Two Family DwellingErt 377218 issued 9/11/14,Marcus De Florimarte,625000,715,11/15/2017 8:05, ,Closed,KARLSSON AMANDA,1-2FAM,0,353184,1900995000,42.315797,-71.109099,14-16,Rockview St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT779522,ERECT,Erect/New Construction,Erect,Project Name: 'Garden Garage Tower' Address: '35 Lomasney Way'. Construct new 44 story residential tower and 5 level below grade garage located on a site created by demolishing an existing parking garage. Total construction gross of 895 000 sf. The structure will consist of a slurry wall foundation  concrete core  columns  and cast in place concrete slabs. The envelope is glass and metal.,Mario Pagliocca,215248597,2215625,5/3/2018 8:13,11/3/2018 0:00,Open,CHARLES RIVER PARK D COMPANY,Comm,895000,167127,300470000,42.365248,-71.064727,35,Lomasney Way,,,Boston,MA,Suffolk County,2114,US
COO838486,ERECT,Certificate of Occupancy,Erect,1 Retail &; 2 Residential units  Garage w/One Commercial Parking Space Ert 437502 issued 12/22/15,MARJAN MOTTAGHI,425000,1248.75,6/8/2018 13:41, ,Closed,PHOENIX OF BOWDOIN LLC,Mixed,4851,17692,1502102000,42.306269,-71.067261,246,Bowdoin St,,,Dorchester,MA,Suffolk County,2122,US
ERT829219,ERECT,Erect/New Construction,Erect,Demolition of existing two-family home. Construct new three unit building.,Mark Chardavoyne,740000,7685,5/31/2019 12:30,11/30/2019 0:00,Open,CHARDAVOYNE MARK A,1-2FAM,4612,29009,201415010,42.38335,-71.06826,51,Chappie St,,,Charlestown,MA,Suffolk County,2129,US
COO881383,ERECT,Certificate of Occupancy,Erect,Two (2);Family Dwelling w/Roof Deck;&; Off-Street;Parking for 4 Vehicles in Rear Yard.;ERT693521 -9/5/18;,Mark Collins,310000,35,9/26/2018 8:07, ,Closed,DESIMONE CATHERINE G,1-2FAM,2700,421851,1806412000,42.284165,-71.1152,58,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT693521,ERECT,Erect/New Construction,Erect,Demolish existing Two Family Dwelling on existing 15 497 sq ft Lot.; Erect a new 21/2 story Two ( 2 ) Family Dwelling with Roof Deck.; There will be Off-Street;Parking for 4 Vehicles in Rear Yard.;;,Mark Collins,310000,3234,9/5/2018 13:54,3/5/2019 0:00,Open,DESIMONE CATHERINE G,1-2FAM,2700,421851,1806412000,42.284165,-71.1152,58,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
SF764967,ERECT,Short Form Bldg Permit,Erect,AT RISK- Demolish existing Two Family Dwelling on existing 15 497 sq ft Lot.; Erect a new 21/2 story Two ( 2 ) Family Dwelling with Roof Deck.; There will be Off-Street;Parking for 4 Vehicles in Rear Yard.;All costs reflected on ERT693521,Mark Collins,0,20,10/6/2017 10:10,4/6/2018 0:00,Open,DESIMONE CATHERINE G,1-2FAM,2700,421851,1806412000,42.284165,-71.1152,58,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
COO938893,ERECT,Certificate of Occupancy,Erect,Two (2) FamilyERT693527 -; 9/5/18,Mark Collins,310000,35,5/1/2019 8:11, ,Closed,DESIMONE CATHERINE G,1-2FAM,0,130326,1806412000,42.28401,-71.1153,60,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT693527,ERECT,Erect/New Construction,Erect,Demolish existing Two Family Dwelling on existing 15 497 sq ft Lot.; Erect a new 21/2 story Two ( 2 ) Family Dwelling with Roof Deck.; There will be Off-Street;Parking for 4 Vehicles in Rear Yard.;;,Mark Collins,310000,3219,9/5/2018 13:58,3/5/2019 0:00,Open,DESIMONE CATHERINE G,1-2FAM,2700,130326,1806412000,42.28401,-71.1153,60,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
COO967497,ERECT,Certificate of Occupancy,Erect,Two (2);Family DwellingERT693530 issued: 9/5/18,Mark Collins,310000,35,6/26/2019 8:29, ,Closed,DESIMONE CATHERINE G,1-2FAM,2700,421850,1806412000,42.283973,-71.115469,62,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT693530,ERECT,Erect/New Construction,Erect,Demolish existing Two Family Dwelling on existing 15 497 sq ft Lot.; Erect a new 21/2 story Two ( 2 ) Family Dwelling with Roof Deck.; There will be Off-Street;Parking for 4 Vehicles in Rear Yard.;;,Mark Collins,310000,3216,9/5/2018 14:01,3/5/2019 0:00,Open,DESIMONE CATHERINE G,1-2FAM,2700,421850,1806412000,42.283973,-71.115469,62,Starbird Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT810871,ERECT,Erect/New Construction,Erect,New three TWO family construction with three off street parking spaces -,MARK HASTINGS,450000,9092,5/2/2019 11:25,11/2/2019 0:00,Open,JMG ONE REALTY TRUST,VacLd,4158,424021,1800582000,42.274087,-71.091102,4,Crossman St,,,Mattapan,MA,Suffolk County,2126,US
COO681589,ERECT,Certificate of Occupancy,Erect,Church COO for;Church (Base Bldg/Core &; Shell with Loft/Mezzanine)ERT442607 issued: 3/19/15;,Mark Lambert,4591335,2975.7,4/20/2017 0:00, ,Closed,MS  SEAPORT BLOCK  H  LLC,Other,6228,353188,602640090,42.352749,-71.048191,51,Seaport Blvd,,,Boston,MA,Suffolk County,2210,US
COO618810,ERECT,Certificate of Occupancy,Erect,Church Temporary Certificate for;the Base Bldg/Core &; Shell  with loft/mezzanine-Only.; TCO expires on 7/5/2017;pending completion of site work.ERT442607 issued: 3/19/15;,Mark Lambert,0,310,1/5/2017 0:00, ,Closed,MS  SEAPORT BLOCK  H  LLC,Other,6228,353188,602640090,42.352749,-71.048191,51,Seaport Blvd,,,Boston,MA,Suffolk County,2210,US
ERT762505,ERECT,Erect/New Construction,Erect,Construct a new detached;Type 5b  2 story structure for; Allandale Farms.; Use of this new structure shall be for Accessory Office  agricultural employee classrooms and farm products/produce prep area.;,Mark Landry,454000,14158,11/19/2018 15:04,5/19/2019 0:00,Open,BLOOSTEIN MARC J,VacLd,2559,2227,1902622002,42.302649,-71.139401,259,Allandale St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT820376,ERECT,Erect/New Construction,Erect,Demo existing single family dwelling  and erect new 6 unit building as per plans.After community review  owner reduced to 5 units instead of 6 in;front of the ZBA.,Mark Little,1109000,11420,7/19/2019 11:59,1/19/2020 0:00,Open,53 F ST LLC,1-2FAM,7937,55442,700787000,42.33445,-71.05036,53,F St,,,South Boston,MA,Suffolk County,2127,US
COO873189,ERECT,Certificate of Occupancy,Erect,4-Unit ResidentialErt 562616 issued 9/18/18;;;,Mark Little,998500,125,8/30/2018 10:09, ,Closed,654 E 7TH STREET CONDOMINIUM TRUST,1-4FAM,0,125473,602512000,42.332683,-71.034117,654,E 7th St,,,South Boston,MA,Suffolk County,2127,US
COO783813,ERECT,Certificate of Occupancy,Erect,Three;Family ;Dwelling with accessory off-street parking Ert 542220 issued 4/20/17  SF575146;issued 11/21/16;;;;,mark little,1212000,35,2/23/2018 12:12, ,Closed,827 E 2ND STREET CONDOMINIUM TRUST,Comm,0,124479,603664000,42.33726,-71.03028,827,E 2nd St,,,South Boston,MA,Suffolk County,2127,US
ERT542220,ERECT,Erect/New Construction,Erect,;Demo single family to construct three new unit dwelling with accessory off-street parking in rear accessed by means of a new driveway to be shared with 829 East Second;,mark little,1200000,23955,4/20/2017 9:46,10/20/2017 0:00,Open,827 E 2ND STREET CONDOMINIUM TRUST,Comm,0,124479,603664000,42.33726,-71.03028,827,E 2nd St,,,South Boston,MA,Suffolk County,2127,US
COO720238,ERECT,Certificate of Occupancy,Erect,Five (5);Residential Units &; (5) Car Enclosed GarageERT477940 issued 6/10/2016 &; SF554562 issued 4/21/2016;;,Mark Little,1250000,175,7/14/2017 8:51, ,Closed,17-19 VINTON STREET LLC,Multi,6200,140797,700575000,42.33018,-71.05371,17-19,Vinton St,,,Boston,MA,Suffolk County,2127,US
ERT323602,ERECT,Erect/New Construction,Erect,SP#12 ending 8/12Construct a new 17 story  Mixed-Use Building totaling 182 000 sq ft of gross floor area.; There will be;Commercial / Retail / Restaurant;Uses on the Ground Floor  and on the upper Floors;there will be 212 Residential;;Units.; There will be;two levels of below-grade Parking for vehicles.;,Mark McGowan,65000000,350,9/25/2017 16:34,3/25/2018 0:00,Open,,Mixed,183000,352323, ,42.343834,-71.099378,1346-1352,Boylston St,,,Boston,MA,Suffolk County,2215,US
ERT656455,ERECT,Erect/New Construction,Erect,Wood and steel frame temporary;building for office space on existing foundation with vertical T&;G siding  store front windows  and a built up rubber roof.,Mark Penney,1157000,11921,1/19/2017 11:46,7/19/2017 0:00,Open,PIER FOUR INC,Comm,3650,103864,602671060,42.35338,-71.04149,140,Northern Ave,,,Boston,MA,Suffolk County,2210,US
COO948133,ERECT,Certificate of Occupancy,Erect,106 Residential;Units  Restaurants ; Amenity Spaces  Dry Goods Retail ;Parking GarageCertificate for 106 Residential (106) Units  Core/Shell for (Restaurants) ; Amenity Spaces-2nd floor ;Core &; Shell for (Dry Goods Retail) ;Parking Garage ERT654534 issued 3/9/17  A788884 issued 3/1/18*Temporary certificate expires 9/10/19 - extending coo until 10/13/19-extending coo until 11/11/19-pending completion of permit*;,Mark Penney,100970700,1440,10/11/2019 0:00, ,Closed,PIER FOUR INC,VacLd,204808,419459,602671060,42.347547,-71.040645,,,,,Boston,MA,Suffolk County,2210,US
ERT654534,ERECT,Erect/New Construction,Erect,The high-rise  Residential Building (the Building) is 9-stories above grade (approx. 100-feet  excluding the mechanical penthouse level  with a maximum footprint area of approximately 27 500 square feet (Level 9)  above the subgrade garage podium. The mixed-use building includes: apartments (Group R-2  Residential 106 units)  restaurants [future] (Group A-2  Assembly)  amenity spaces (Group A-3  Assembly); dry goods retail [future] (Group M  Mercantile)  and related support spaces. The 2-level subgrade parking garage (Group S-2  Low Hazard Storage)  being constructed as part of the Phase II portion of the development  is fully sprinklered  Type IA construction  with a 3-hour fire resistance rated horizontal separation as per 780 CMR §509.2).,Mark Penney,100970700,1020848,3/9/2017 11:51, ,Closed,PIER FOUR INC,VacLd,204808,419459,602671060,42.347547,-71.040645,,,,,Boston,MA,Suffolk County,2210,US
ERT681888,ERECT,Erect/New Construction,Erect,Construct a new 215 755 SF building  42 460 SF underground garage connecting underground the two two six story buildings with commercial/retail on the ground floor and a total of 205 residential units on floors 2-6 and 121 parking below grade parking spaces and 25 on site parking spaces. Approved through Article 80 at the BPDA with 3690 Washington Street ERT681875.,Martin Abt,54883130,564517,1/11/2018 10:25,7/11/2018 0:00,Open,LAZ BOSTON COMMUTER LOTS LLC,VacLd,215755,421319,1103720010,42.300418,-71.112157,3688,Washington St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT681875,ERECT,Erect/New Construction,Erect,Construct a new 43 142 SF  six story building with commercial/retail on the ground floor and 45 residential units on floors 2-6. Approved through Article 80 at the BPDA with 3686-3688 Washington Street.,Martin Abt,9913526,101100,1/10/2018 11:33,7/10/2018 0:00,Open,,VacLd,43142,421318, ,42.30077,-71.112395,3690,Washington St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO894032,ERECT,Certificate of Occupancy,Erect,(2) Family Dwelling with parking for 2 carsErt 803434 issued 5/10/18,Mary LaRosa,500000,1015,11/7/2018 8:31, ,Closed,KARMA REALTY TRUST,VacLd,4279,423706,1100739000,42.326411,-71.096651,145,Centre St,,,Roxbury,MA,Suffolk County,2119,US
ERT803434,ERECT,Erect/New Construction,Erect,Combine assessors parcel # 1100739000 consisting of 2911 sq.ft and assessors parcel # 1100740000 consisting of 2445 sq.ft. for a total of 5350 sq.ft. and erect a 3 story 2 family dwelling with parking for 2 cars.,Mary LaRosa,500000,5297,5/10/2018 10:38,11/10/2018 0:00,Open,KARMA REALTY TRUST,VacLd,4279,423706,1100739000,42.326411,-71.096651,145,Centre St,,,Roxbury,MA,Suffolk County,2119,US
COO766778,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658289 issued: 3/3/17,Mary LaRosa,750000,35,10/25/2017 13:52, ,Closed,2757 WASHINGTON STREET,VacLd,4107,144540,1100232000,42.322618,-71.090953,2757,Washington St,,,Roxbury,MA,Suffolk County,2119,US
COO766778,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658289 issued: 3/3/17,Mary LaRosa,750000,35,10/25/2017 13:52, ,Closed,CITY OF BOSTON BY FCL,VacLd,4107,144540,1100231000,42.322618,-71.090953,2757,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658289,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2757 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles;,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,2757 WASHINGTON STREET,VacLd,4107,144540,1100232000,42.322618,-71.090953,2757,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658289,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2757 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles;,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,CITY OF BOSTON BY FCL,VacLd,4107,144540,1100231000,42.322618,-71.090953,2757,Washington St,,,Roxbury,MA,Suffolk County,2119,US
COO775676,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658295 issued: 3/3/17,Mary LaRosa,750000,35,11/16/2017 14:11, ,Closed,2761  WASHINGTON STREET  LLC,VacLd,4107,144541,1100233000,42.322516,-71.091096,2761,Washington St,,,Roxbury,MA,Suffolk County,2119,US
COO775676,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658295 issued: 3/3/17,Mary LaRosa,750000,35,11/16/2017 14:11, ,Closed,2757 WASHINGTON STREET,VacLd,4107,144541,1100232000,42.322516,-71.091096,2761,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658295,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2761 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,2757 WASHINGTON STREET,VacLd,4107,144541,1100232000,42.322516,-71.091096,2761,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658295,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2761 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,2761  WASHINGTON STREET  LLC,VacLd,4107,144541,1100233000,42.322516,-71.091096,2761,Washington St,,,Roxbury,MA,Suffolk County,2119,US
COO775681,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658297 issued: 3/3/17,Mary LaRosa,750000,35,11/16/2017 14:13, ,Closed,2761  WASHINGTON STREET  LLC,VacLd,4107,144542,1100233000,42.32242,-71.091246,2767,Washington St,,,Roxbury,MA,Suffolk County,2119,US
